State,Facility,Number,Level 1,Level 2,Level 3,Not Convicted
California,CASEUEL - DEUEL VOCATIONAL INSTITUT,189,16%,6%,19%,60%
California,CASPAVE - AVENAL STATE PRISON,381,72%,12%,12%,4%
California,CASPCAL - CALIPATRIA STATE PRISON,"1,776",61%,9%,26%,4%
California,CASPCEN - CENTINELA STATE PRISON,35,63%,9%,14%,14%
California,CASPCOR - CSP-CORCORAN,138,61%,14%,13%,12%
California,CASPFOL - FOLSOM STATE PRISON,168,61%,14%,19%,6%
California,CASPHID - HIGH DESERT STATE PRISON,63,59%,6%,14%,21%
California,CASPLAN - LANCASTER STATE PRISON,12,50%,8%,8%,33%
California,CASPMUL - MULE CREEK STATE PRISON,92,77%,10%,8%,5%
California,CASPNOK - NO. KERN STATE PRISON,717,56%,9%,20%,15%
California,CASPPEL - PELICAN BAY STATE PRISON,27,48%,0%,15%,37%
California,CASPPLV - PLEASANT VALLEY ST PRISON,52,65%,8%,13%,13%
California,CASPSAC - CSP-SACRAMENTO,106,62%,8%,18%,11%
California,CASPSAL - SALINAS VALLEY STATE PRIS,24,38%,13%,17%,33%
California,CASPSAT - CALIFORNIA STATE PRISON,299,51%,7%,16%,27%
California,CASPSNQ - CSP-SAN QUENTIN,271,21%,2%,9%,68%
California,CASPSOL - CSP-SOLANO,89,62%,8%,21%,9%
California,CASPVAL - VALLEY STATE PRISON,100,88%,6%,5%,1%
California,CASPVAL - VALLEY STATE PRISON-WOMEN,80,45%,20%,26%,9%
California,CASPWAS - WASCO STATE PRISON,"1,412",24%,4%,13%,59%
California,CASSJCA - CASA SAN JUAN,1,0%,0%,0%,100%
California,CATAFCC - TAFT COMM. CORR. FAC.,11,9%,0%,9%,82%
California,CATEHAC - CCI-TEHACHAPI,256,67%,5%,13%,15%
California,CATFSOL - CTF-SOLEDAD,213,44%,7%,11%,38%
California,CAVICVA - VICTOR VALLEY CCF,3,0%,33%,0%,67%
California,CAWVALL - WEST VALLEY,"4,036",9%,9%,31%,51%
California,CAYANRC - CA YOUTH AUTHORITY/NRC,1,0%,0%,0%,100%
California,CCASDCA - CORR.CORP.OF AMERICA - SAN DIEGO,14,14%,0%,21%,64%
California,CNCSTCA - CONTRA COSTA JUV. PROBATION,1,0%,0%,100%,0%
California,COLUSCA - COLUSA COUNTY JAIL,156,4%,3%,37%,56%
California,CONCOCA - CONTRA COSTA CO. JAIL,974,6%,4%,24%,66%
California,CONWECA - CONTRA COSTA CO JAIL/WEST,80,4%,6%,24%,66%
California,COSTACA - COSTA MESA COLLEGE HOSP,1,0%,0%,0%,100%
California,CSTMSCA - COSTA MESA CITY JAIL,111,10%,11%,45%,34%
California,CULVRCA - CULVER CITY POLICE DEPT.,29,3%,3%,21%,72%
California,CVINACA - COVINA POLICE DEPT.,28,7%,14%,29%,50%
California,CYPRSCA - CYPRESS POLICE DEPT.,6,17%,50%,17%,17%
California,DESCACA - DESCANSO DETENTION FAC.,2,0%,0%,0%,100%
California,DLNRTCA - DEL NORTE CO JAIL,8,0%,0%,38%,63%
California,DWNEYCA - DOWNEY POLICE DEPT.,17,0%,6%,12%,82%
California,ECC - EL CENTRO SPC,90,12%,7%,36%,46%
California,ELDORCA - EL DORADO COUNTY JAIL,299,8%,7%,44%,41%
California,ELJUVCA - EASTLAKE JUVENILE HALL,2,0%,0%,0%,100%
California,EMESACA - EAST MESA DETENT FACILITY,5,0%,0%,40%,60%
California,FLRTNCA - FULLERTON CITY JAIL,67,6%,7%,33%,54%
California,FNTNVCA - FOUNTAIN VALLEY POLICE DEPT.,1,0%,0%,0%,100%
California,FRECOCA - FRESNO COUNTY JAIL,"1,739",15%,8%,26%,50%
California,FREHOLD - FRESNO HOLDROOM,23,52%,13%,9%,26%
California,FREMACA - FRESNO COUNTY JAIL/MAIN,232,12%,10%,31%,47%
California,FRENECA - FRESNO COUNTY JAIL/NEW,15,20%,0%,7%,73%
California,FRESOCA - FRESNO COUNTY JAIL/SOUTH,288,15%,7%,26%,52%
California,GLENNCA - GLENN COUNTY JAIL,147,5%,4%,39%,52%
California,GLEPDCA - GLENDALE POLICE DEPT,210,7%,6%,24%,63%
California,GLNDRCA - GLENDORA POLICE DEPT.,57,14%,2%,28%,56%
California,GRDGRCA - GARDEN GROVE POLICE DEPT.,19,11%,5%,16%,68%
California,GRDNACA - GARDENA POLICE DEPT.,53,4%,4%,25%,68%
California,HNTNGCA - HUNTINGTON CITY JAIL,87,9%,10%,34%,46%
California,HRMSACA - HERMOSA BEACH POLICE DEPT.,2,0%,0%,50%,50%
California,HTHRNCA - HAWTHORNE POLICE DEPT.,101,9%,4%,28%,59%
California,HTPRKCA - HUNTINGTON PARK POLICE DEPT.,116,7%,8%,22%,63%
California,HUMBOCA - HUMBOLDT COUNTY JAIL,206,6%,1%,20%,72%
California,IMPCOCA - IMPERIAL COUNTY JAIL,323,23%,8%,34%,35%
California,INYOCCA - INYO COUNTY JAIL,34,3%,3%,21%,74%
California,IRVINCA - IRVINE POLICE DEPT.,9,0%,11%,22%,67%
California,IRWNDCA - IRWINDALE POLICE DEPT.,3,0%,0%,100%,0%
California,JHALLCA - SAN DIEGO COUNTY JUV.HALL,1,0%,0%,0%,100%
California,JJUSTCA - JUVENILE JUSTICE CENTER,1,0%,0%,0%,100%
California,KERCOCA - KERN COUNTY JAIL (LERDO),"3,132",7%,6%,38%,49%
California,KINGSCA - KINGS COUNTY JAIL,378,16%,8%,24%,52%
California,LAGNACA - LAGUNA BEACH CITY JAIL,25,16%,4%,20%,60%
California,LAKCOCA - LAKE COUNTY JAIL,111,11%,4%,17%,68%
California,LANCACA - MIRA LOMA DET.CENTER,4,0%,50%,25%,25%
California,LASWOCA - LAS COLINAS WOMEN DET FAC,249,7%,6%,21%,65%
California,LDIPDCA - LODI POLICE DEPT.,117,4%,5%,27%,63%
California,LHBRACA - LA HABRA POLICE DEPT.,82,5%,10%,23%,62%
California,LMNTECA - EL MONTE POLICE DEPT.,97,18%,6%,18%,59%
California,LOMPCCA - LOMPOC POLICE DEPT.,160,7%,6%,38%,49%
California,LONGBCA - LONG BEACH CITY JAIL,422,9%,6%,25%,60%
California,LOSCICA - LOS ANGELES CITY JAIL,"5,175",10%,6%,23%,61%
California,LOSCJCA - LOS ANGELES COUNTY JAIL-TWIN TOWER,"10,872",13%,10%,38%,39%
California,LOSHOLD - LOS CUST CASE,"3,993",19%,12%,41%,29%
California,LPD77CA - LOS ANGELES POLICE PD 77TH DIV.,549,9%,6%,25%,60%
California,LPLMACA - LA PALMA POLICE DEPT.,1,0%,0%,0%,100%
California,LSALACA - LOS ALAMITOS POLICE DEPT.,1,0%,0%,0%,100%
California,LSGNDCA - EL SEGUNDO POLICE DEPT.,9,0%,11%,11%,78%
California,LVERNCA - LA VERNE POLICE DEPT.,26,8%,0%,31%,62%
California,MADERCA - MADERA CO DEPT OF CORRECT,646,9%,9%,37%,45%
California,MARINCA - MARIN CO. JAIL,944,4%,3%,26%,67%
California,MARIPCA - MARIPOSA COUNTY SHERIFF'S DEPT,35,9%,9%,37%,46%
California,MBELOCA - MONTEBELLO POLICE DEPT.,35,0%,3%,17%,80%
California,MENDOCA - MENDOCINO COUNTY JAIL,234,6%,3%,28%,64%
California,MERCECA - MERCED COUNTY JAIL,931,12%,8%,34%,46%
California,MNHTNCA - MANHATAN BEACH POLICE DEPT.,14,14%,7%,14%,64%
California,MNROVCA - MONROVIA POLICE DEPT.,16,13%,19%,19%,50%
California,MODOJCA - MODOC COUNTY JAIL,29,7%,0%,21%,72%
California,MOJUVCA - MONTEREY CO JUVENILE HALL,10,30%,0%,10%,60%
California,MONOJCA - MONO COUNTY JAIL,41,2%,2%,29%,66%
California,MONTECA - MONTEREY CO. JAIL,"1,941",7%,7%,40%,46%
California,MTPPDCA - MONTEREY PARK POLICE DEPT,17,6%,6%,12%,76%
California,MUSIKCA - JAMES A MUSICK FACILITY,6,33%,0%,33%,33%
California,NAPADCA - NAPA COUNTYY DEPT OF CORR,669,4%,3%,31%,61%
California,NEVADCA - NEVADA COUNTY JAIL,186,8%,2%,29%,61%
California,NGLWDCA - INGLEWOOD POLICE DEPT.,33,3%,3%,27%,67%
California,NONOLCA - NORTH COUNTY JAIL,4,0%,0%,75%,25%
California,NORPACA - NO COUNTY JAIL/PALO ALTO,1,0%,0%,0%,100%
California,NWPRTCA - NEWPORT BEACH POLICE DEPT.,37,8%,8%,38%,46%
California,OAKLACA - OAKLAND CITY JAIL,90,9%,6%,31%,54%
California,OCCWJCA - ORANGE COUNTY CENTRAL WOMEN'S JAIL,3,0%,67%,33%,0%
California,OCIRCCA - ORANGE COUNT INTAKE RELEASE FAC.,71,23%,10%,44%,24%
California,ORANGCA - ORANGE COUNTY JAIL,"5,543",10%,9%,39%,42%
California,ORJUVCA - ORANGE COUNTY JUV. HALL,100,23%,19%,25%,33%
California,ORNGECA - ORANGE POLICE DEPT.,11,0%,9%,27%,64%
California,PACIFCA - PACIFIC FURLOUGH FACILITY,1,0%,0%,100%,0%
California,PALOSCA - PALOS VERDES ESTATES P.D.,25,0%,0%,24%,76%
California,PASADCA - PASADENA CITY JAIL,95,7%,4%,23%,65%
California,PLACECA - PLACER JAIL,260,8%,7%,35%,49%
California,PLUMACA - PLUMAS COUNTY JAIL,4,0%,0%,50%,50%
California,POMONCA - POMONA CITY JAIL,159,14%,7%,27%,52%
California,RCADACA - ARCADIA POLICE DEPT.,24,4%,8%,21%,67%
California,RDNDOCA - REDONDO BEACH POLICE DEPT.,33,15%,3%,18%,64%
California,RIOCCCA - RIO COSUMNES CORRECTIONS-RCCC,64,16%,23%,52%,9%
California,RIVERCA - RIVERSIDE COUNTY SHERIFF,"3,883",7%,6%,24%,63%
California,ROTMFCA - ROUNTREE MINIMUM FACILITY,1,100%,0%,0%,0%
California,SAAHOLD - SANTA ANA DRO HOLDROOM,41,29%,15%,37%,20%
California,SACHOLD - SACRAMENTO HOLD,181,10%,9%,28%,52%
California,SACITCA - SANTA ANA CITY JAIL,240,5%,6%,30%,59%
California,SACRACA - SACRAMENTO COUNTY JAIL,"2,067",10%,8%,37%,45%
California,SANANCA - SANTA ANA COUNTY JAIL,157,16%,6%,28%,50%
California,SANBECA - SAN BENITO COUNTY JAIL,110,7%,5%,33%,55%
California,SANDYCA - SANDY MUSH JAIL,88,16%,7%,42%,35%
California,SBAJUCA - SANTA BARBARA CO JUVENILE,40,8%,5%,25%,63%
California,SBARBCA - SANTA BARBARA COUNTY JAIL,"1,573",7%,7%,43%,44%
California,SBDHOLD - SAN BERNADINO HOLD ROOM,98,7%,4%,17%,71%
California,SBERNCA - SAN BERNARDINO CO. JAIL,838,7%,4%,14%,75%
California,SCJUVCA - SANTA CRUZ CO JUVENILE,5,40%,0%,0%,60%
California,SCMENCA - SANTA CLARA CO JAIL/MEN'S,211,5%,3%,10%,82%
California,SCNORCA - SANTA CLARA CO MAIN JAIL/,835,2%,2%,9%,87%
California,SCRUZCA - SANTA CRUZ CO MAIN JAIL,373,11%,5%,28%,56%
California,SCSOUCA - SANTA CLARA COUNTY JAIL,"1,165",2%,0%,4%,94%
California,SFCOJCA - SAN FRANCISCO CO JAIL,"1,195",13%,4%,16%,67%
California,SFERNCA - SAN FERNANDO POLICE DEPT.,63,5%,5%,29%,62%
California,SFJUVCA - SAN FRANCISCO JUVY HALL,32,25%,9%,0%,66%
California,SFRHOLD - SFR HOLD ROOM,154,6%,5%,31%,58%
California,SGABRCA - SAN GABRIEL POLICE DEPT.,21,10%,10%,0%,81%
California,SGATECA - SOUTH GATE POLICE DEPT.,94,14%,4%,24%,57%
California,SGNHLCA - SIGNAL HILL POLICE DEPT.,9,0%,11%,11%,78%
California,SHASTCA - SHASTA COUNTY JAIL,137,14%,2%,34%,50%
California,SIERRCA - SIERRA COUNTY JAIL,1,0%,0%,100%,0%
California,SISKICA - SISKIYOU JAIL,35,17%,6%,43%,34%
California,SJCOJCA - SAN JOAQUIN COUNTY JAIL,"1,480",10%,5%,35%,50%
California,SLBCHCA - SEAL BEACH POLICE DEPT.,18,6%,0%,67%,28%
California,SLJUVCA - SAN LUIS OBISPO CO. JUVEN,1,0%,0%,0%,100%
California,SLOBICA - SAN LUIS OBISPO CO JAIL,484,8%,7%,41%,43%
California,SMATECA - SAN MATEO CO JAIL,"1,520",7%,8%,38%,47%
California,SMJUVCA - SAN MATEO JUVENILLE HALL,17,6%,18%,12%,65%
California,SMNCACA - SANTA MONICA POLICE DEPT.,80,8%,6%,28%,59%
California,SNDCOCA - SAN DIEGO COUNTY JAIL,"2,179",6%,4%,31%,60%
California,SNDHOLD - SND DISTRICT STAGING,20,25%,10%,30%,35%
California,SNJHOLD - SNJ HOLD ROOM,9,11%,11%,44%,33%
California,SOBAYCA - SOUTH BAY DETENT FACILITY,12,67%,8%,17%,8%
California,SOLANCA - SOLANO CO. DET. FACILITY,342,7%,6%,35%,51%
California,SONMACA - SONOMA CO MAIN ADULT DET,"1,441",9%,3%,38%,50%
California,SONNCCA - SONOMA CO./NORTH COUNTY,58,5%,7%,17%,71%
California,SOWDFCA - SOUTHWEST DETENTION FACILITY,301,5%,3%,14%,78%
California,SPP - SAN PEDRO SPC,1,0%,0%,0%,100%
California,SPSDNCA - SOUTH PASADENA POLICE DEPT.,3,33%,0%,33%,33%
California,SRITACA - SANTA RITA JAIL,"2,639",7%,7%,34%,52%
California,STANICA - STANISLAUS COUNTY JAIL,"1,257",11%,7%,25%,57%
California,STK - STOCKTON STAGING FACILITY,8,0%,0%,25%,75%
California,SUTTECA - SUTTER COUNTY JAIL,223,8%,9%,39%,44%
California,SWKEYCA - SOUTHWEST KEYS JUV. FAC.,1,0%,0%,0%,100%
California,SWKLGCA - SOUTHWEST KEY LEMON GROVE,1,0%,0%,100%,0%
California,SWKPHCA - SOUTHWEST KEY,8,13%,0%,0%,88%
California,TEHAMCA - TEHAMA COUNTY JAIL,178,13%,5%,36%,46%
California,TEJUVCA - TEHAMA COUNTY JUVENILE,1,0%,0%,100%,0%
California,TEMPLCA - TEMPLE MEDICAL,2,0%,0%,50%,50%
California,TLACYCA - THEO LACY FACILITY,70,19%,11%,39%,31%
California,TRINTCA - TRINITY COUNTY JAIL,33,3%,0%,21%,76%
California,TRRNCCA - TORRANCE POLICE DEPT.,52,10%,13%,25%,52%
California,TULARCA - TULARE COUNTY JAIL,"1,987",10%,6%,35%,50%
California,TULJUCA - TULARE COUNTY JUVENILE FACILITY,5,20%,0%,0%,80%
California,TUSTNCA - TUSTIN POLICE DEPT.,6,0%,33%,33%,33%
California,USMEDCA - US MARSHALL EASTERN DISTRICT OF CA,63,35%,10%,29%,27%
California,"USMNDCA - US MARSHALS, N.DIST.CA",58,45%,7%,26%,22%
California,VENHOLD - VENTURA CUSTODY CASE,13,31%,0%,38%,31%
California,VENTUCA - VENTURA COUNTY JAIL,"2,170",8%,8%,39%,45%
California,VISTACA - VISTA DETENTION FACILITY,"1,476",5%,4%,38%,53%
California,VRNONCA - VERNON POLICE DEPT.,8,13%,0%,25%,63%
California,WCCSDCA - WACKENHUT CORRECTIONS CORP,1,0%,0%,0%,100%
California,WCVNACA - WEST COVINA POLICE DEPT.,47,4%,15%,19%,62%
California,WHTTRCA - WHITTIER POLICE DEPT.,40,5%,5%,30%,60%
California,WILEYCA - BOB WILEY DET FACILITY,35,23%,23%,31%,23%
California,WMNSTCA - WESTMINSTER POLICE DEPT.,5,0%,0%,0%,100%
California,YOLOJCA - YOLO COUNTY JAIL,245,9%,7%,37%,47%
California,YOUTHCA - CALIF. YOUTH AUTHORITY,5,60%,20%,20%,0%
California,YUBAJCA - YUBA COUNTY JAIL,190,9%,6%,35%,50%
Colorado,1CHINCO - 1ST CHOICE INNS,866,21%,8%,30%,41%
Colorado,ADAMSCO - ADAMS COUNTY JAIL,929,8%,5%,60%,27%
Colorado,ALAMOCO - ALAMOSA COUNTY JAIL,20,5%,0%,50%,45%
Colorado,ARAPACO - ARAPAHOE COUNTY JAIL,652,8%,5%,50%,36%
Colorado,ARCHUCO - ARCHULETA COUNTY AJIL,6,0%,17%,33%,50%
Colorado,AURORCO - AURORA CITY JAIL,857,7%,5%,52%,36%
Colorado,BACACCO - BACA COUNTY JAIL,3,0%,0%,67%,33%
Colorado,BENTCCO - BENT COUNTY JAIL,3,0%,0%,0%,100%
Colorado,BOPENG - ENGLEWOOD FED.CORR.INST.,44,16%,2%,5%,77%
Colorado,BOPFLF - FLORENCE FED.CORR.INST.,80,33%,1%,38%,29%
Colorado,BOPFLM - FLORENCE ADMAX US PEN.,4,25%,0%,25%,50%
Colorado,BOPFLP - FLORENCE US PEN,22,55%,5%,32%,9%
Colorado,BOULDCO - BOULDER COUNTY JAIL,326,4%,7%,59%,30%
Colorado,BROOMCO - BROOMFIELD DETENTION CENTER,77,3%,6%,69%,22%
Colorado,CENTRCO - CENTER POLICE DEPT.,2,100%,0%,0%,0%
Colorado,CHAFFCO - CHAFFEE COUNTY JAIL,4,0%,0%,75%,25%
Colorado,CHEYNCO - CHEYENNE COUNTY JAIL,5,40%,0%,60%,0%
Colorado,CLEARCO - CLEAR CREEK COUNTY JAIL,20,10%,0%,55%,35%
Colorado,CODCCSP - COLO DEPT OF CORRECTIONS,538,43%,2%,19%,36%
Colorado,COLMYSC - LOOKOUT MOUNTAIN YTH. SVC. CENTER,6,67%,17%,0%,17%
Colorado,COMMECO - COMMERCE CITY - CITY JAIL,1,0%,0%,0%,100%
Colorado,COMVJDC - MOUNTAIN VIEW JUV. DET. CENTER,2,0%,0%,0%,100%
Colorado,CONEJCO - CONEJOS COUNTY JAIL,1,0%,0%,0%,100%
Colorado,CORIDGV - RIDGE VIEW ACADEMY,6,33%,0%,50%,17%
Colorado,COSTICO - COSTILLA COUNTY JAIL,2,0%,0%,50%,50%
Colorado,CROOKCO - CROOK COUNTY JAIL,1,0%,0%,0%,100%
Colorado,CROWLCO - CROWLEY COUNTY JAIL,1,0%,0%,0%,100%
Colorado,CUSTECO - CUSTER COUNTY SHERIFF OFFICE,1,0%,0%,0%,100%
Colorado,DELTACO - DELTA COUNTY JAIL,13,15%,0%,31%,54%
Colorado,DENCICO - DENVER JUSTICE CENTER,"1,418",8%,4%,52%,35%
Colorado,DENHOLD - DENVER HOLD ROOM,5,20%,0%,40%,40%
Colorado,DENICDF - DENVER CONTRACT DET. FAC.,8,13%,13%,38%,38%
Colorado,DENVECO - DENVER COUNTY JAIL,205,7%,2%,37%,54%
Colorado,DGH18CO - DGH WARD 18,1,0%,0%,0%,100%
Colorado,DOUGLCO - DOUGLAS COUNTY DETENTION CENTER,202,4%,8%,62%,25%
Colorado,EAGLECO - EAGLE COUNTY JAIL,142,8%,6%,26%,61%
Colorado,ELBERCO - ELBERT COUNTY JAIL,22,0%,0%,59%,41%
Colorado,ELPASCO - EL PASO COUNTY JAIL (CO),445,12%,3%,39%,46%
Colorado,"FREMOCO - FREMONT COUNTY JAIL, CO",10,0%,0%,40%,60%
Colorado,GARFICO - GARFIELD COUNTY JAIL,207,5%,3%,30%,62%
Colorado,GILLICO - GILLIAM YOUTH CENTER,4,0%,0%,50%,50%
Colorado,GILPICO - GILPIN COUNTY SHERIFF,41,5%,10%,56%,29%
Colorado,GRANDCO - GRAND COUNTY JAIL,37,14%,5%,43%,38%
Colorado,GUNNICO - GUNNISON COUNTY JAIL,27,4%,4%,56%,37%
Colorado,HUERFCO - HUERFANO COUNTY JAIL,6,17%,0%,67%,17%
Colorado,JACKSCO - JACKSON COUNTY JAIL,2,0%,50%,50%,0%
Colorado,JEFFECO - JEFFERSON COUNTY JAIL,460,10%,5%,50%,35%
Colorado,KITCACO - KIT CARSON COUNTY,19,16%,0%,37%,47%
Colorado,LAKEJCO - LAKE COUNTY JAIL,72,6%,0%,38%,57%
Colorado,LAPLACO - LA PLATA COUNTY JAIL,47,9%,2%,49%,40%
Colorado,LARIMCO - LARIMER COUNTY JAIL,238,8%,4%,57%,31%
Colorado,LASANCO - LAS ANIMAS COUNTY JAIL,24,8%,0%,33%,58%
Colorado,LINCOCO - LINCOLN COUNTY JAIL,19,5%,5%,42%,47%
Colorado,LOGANCO - LOGAN COUNTY JAIL,18,6%,6%,22%,67%
Colorado,MESJACO - MESA COUNTY JAIL,106,8%,6%,41%,45%
Colorado,MESJUCO - GRAND MESA YOUTH SVCS,5,20%,0%,0%,80%
Colorado,MOFFECO - MOFFAT COUNTY JAIL,23,0%,0%,35%,65%
Colorado,MONTECO - MONTEZUMA COUNTY JAIL,24,4%,4%,54%,38%
Colorado,MONTRCO - MONTROSE COUNTY JAIL,71,3%,3%,32%,62%
Colorado,MORGACO - MORGAN COUNTY JAIL,82,7%,1%,29%,62%
Colorado,MVJUVCO - MONTE VIEW JUVENILE FACIL,1,0%,0%,0%,100%
Colorado,OTEROCO - OTERO COUNTY JAIL,15,20%,7%,20%,53%
Colorado,PARKJCO - PARK COUNTY JAIL,4,0%,0%,50%,50%
Colorado,PITKICO - PITKIN COUNTY JAIL,16,0%,0%,38%,63%
Colorado,"PJSDFCO - PATRICK J. SULLIVAN, JR DET.FAC.",11,0%,0%,36%,64%
Colorado,PROWECO - PROWERS COUNTY JAIL,24,13%,0%,50%,38%
Colorado,PUEBLCO - PUEBLO COUNTY JAIL,101,4%,0%,19%,77%
Colorado,RIOBLCO - RIO BLANCO COUNTY JAIL,14,7%,7%,64%,21%
Colorado,RIOGRCO - RIO GRANDE COUNTY JAIL,26,12%,0%,46%,42%
Colorado,ROUTTCO - ROUTT COUNTY JAIL,23,13%,0%,48%,39%
Colorado,SAGUACO - SAGUACHE COUNTY JAIL,12,0%,8%,42%,50%
Colorado,SEDGWCO - SEDGWICH COUNTY JAIL,4,0%,0%,50%,50%
Colorado,SNMGLCO - SAN MIGUEL COUNTY JAIL,23,4%,22%,35%,39%
Colorado,SOUTECO - SOUTHERN UTE DETENTION CENTER,3,0%,0%,33%,67%
Colorado,SUMMICO - SUMMIT COUNTY JAIL,72,3%,3%,26%,68%
Colorado,TELLECO - TELLER COUNTY JAIL,7,14%,0%,43%,43%
Colorado,"USMCO - US MARSHALS, COLORADO",298,32%,4%,53%,10%
Colorado,WASHICO - WASHINGTON COUNTY JAIL,16,13%,13%,38%,38%
Colorado,WELDJCO - WELD COUNTY JAIL,426,7%,3%,34%,57%
Colorado,WESTMCO - WESTMINISTER CITY JAIL,2,0%,0%,100%,0%
Colorado,YUMAJCO - YUMA COUNTY JAIL,57,9%,0%,23%,68%
Connecticut,BOPDAN - DANBURY FED.CORR.INST.,356,72%,5%,18%,5%
Connecticut,BRGPTCT - BRIDGEPORT POLICE DEPT.,17,12%,6%,12%,71%
Connecticut,CTBKNCC - BROOKLYN CORR CENTER,9,78%,0%,11%,11%
Connecticut,CTBRICC - BRIDGEPORT CORR CENTER,169,11%,8%,28%,53%
Connecticut,CTCHECI - CHESHIRE CORR INSTITUTE,37,84%,3%,5%,8%
Connecticut,CTCORCI - CORRIGAN CORR INST,38,18%,8%,42%,32%
Connecticut,CTENFCI - ENFIELD CORR INST,14,7%,7%,64%,21%
Connecticut,CTGARCI - GARNER CORR INST,14,79%,0%,0%,21%
Connecticut,CTGATCI - GATES CORR INST,6,33%,17%,50%,0%
Connecticut,CTLAFSL - LAFFAYETTE SHERIFF'S LOCK,1,0%,0%,0%,100%
Connecticut,CTMANYI - MANSON YOUTH INST,7,57%,29%,0%,14%
Connecticut,CTMCDCI - MCDOUGALL CORR INST,19,58%,21%,0%,21%
Connecticut,CTNEWCC - NEW HAVEN CORR CENTER,80,6%,3%,21%,70%
Connecticut,CTNIACI - NIANTIC CORR INST,1,100%,0%,0%,0%
Connecticut,CTNRNCI - NORTHERN CORR INST,1,100%,0%,0%,0%
Connecticut,CTOSBCI - OSBORN CORR INST,19,42%,16%,26%,16%
Connecticut,CTRADCC - RADGOWSKI CORR CENTER,6,67%,0%,0%,33%
Connecticut,CTROBCI - ROBINSON CORR INST,23,30%,9%,39%,22%
Connecticut,CTWALRC - WALKER REC CTR,19,58%,0%,11%,32%
Connecticut,CTWILCI - WILLARD CORR INST,8,13%,38%,50%,0%
Connecticut,CTYORCI - YORK CORR INST,29,21%,7%,21%,52%
Connecticut,DNBRYCT - DANBURY POLICE DEPT.,22,0%,5%,23%,73%
Connecticut,EHAVNCT - EAST HAVEN POLICE DEPT.,3,0%,0%,0%,100%
Connecticut,FRFLDCT - FAIRFIELD POLICE DEPT.,23,4%,13%,9%,74%
Connecticut,HARFOCT - HARTFORD CORR CENTER,137,11%,8%,23%,58%
Connecticut,HARHOLD - HARTFORD OFFICE,273,23%,7%,39%,30%
Connecticut,HRTFDCT - HARTFORD POLICE DEPT.,11,9%,18%,18%,55%
Connecticut,MNCHSCT - MANCHESTER POLICE DEPT.,2,0%,0%,0%,100%
Connecticut,NRWLKCT - NORWALK POLICE DEPT.,8,13%,0%,0%,88%
Connecticut,NWHVNCT - NEW HAVE POLICE DEPT.,12,0%,8%,17%,75%
Connecticut,STMFDCT - STAMFORD POLICE DEPT.,39,8%,3%,15%,74%
Connecticut,STRFDCT - STRATFORD POLICE DEPT.,4,0%,0%,0%,100%
Connecticut,TRMBLCT - TRUMBULL POLICE DEPT.,3,0%,0%,0%,100%
Connecticut,WLNFDCT - WALLINGFORD POLICE DEPT.,2,0%,0%,50%,50%
Delaware,DECCSMY - DELAWARE CORRECTION CENTE,19,37%,5%,21%,37%
Delaware,DEGANDH - GANDERHILL,200,15%,5%,36%,45%
Delaware,DEWOMCI - WOMEN'S CORRECTIONAL INST,8,13%,0%,63%,25%
Delaware,DOVERDE - DOVER POLICE DEPT.,5,0%,20%,20%,60%
Delaware,DVDHOLD - DOVER HOLDROOM,7,14%,0%,14%,71%
Delaware,KENTCDE - KENT COUNTY SHERIFF/JAIL,5,0%,0%,40%,60%
Delaware,"SUSSEDE - SUSSEX CO PRIS,GEOTWN,DE",305,7%,3%,35%,55%
Delaware,USMDDE - US MARSHALS - DELAWARE DISTRICT,2,50%,0%,50%,0%
District of Columbia,DCDOCDC - DC DEPT OF CORRECTIONS,286,11%,5%,13%,71%
District of Columbia,"USMDC - US MARSHALS, DC",32,25%,3%,28%,44%
Florida,ALACHFL - ALACHUA COUNTY JAIL,139,3%,6%,30%,61%
Florida,BAKERFL - BAKER COUNTY SHERIFF DEPT.,19,26%,0%,37%,37%
Florida,BAYCOFL - BAY COUNTY,59,7%,7%,31%,56%
Florida,BOPCOL - COLEMAN FCI,371,50%,8%,33%,9%
Florida,BOPMIA - MIAMI FCI (FORMER MCC),106,58%,5%,34%,3%
Florida,BOPMIM - MIAMI FED.DET.CENTER,101,32%,5%,20%,44%
Florida,BOPMNA - MARIANNA FED.CORR.INST.,54,33%,7%,30%,30%
Florida,BOPTAL - TALLAHASSEE FED.CORR.INST,156,53%,7%,15%,24%
Florida,BRADEFL - BRADENTON DETENTION CENTER,3,0%,33%,67%,0%
Florida,BRDFDFL - BRADFORD COUNTY JAIL,13,8%,8%,23%,62%
Florida,BREVDFL - BREVARD COUNTY JAIL COMPLEX,126,3%,3%,23%,71%
Florida,BRGMCFL - BROWARD GENERAL MEDICAL CENTER,1,0%,0%,0%,100%
Florida,BROCRFL - BROWARD CORRECTIONAL,75,17%,3%,32%,48%
Florida,BROJAFL - BROWARD COUNTY JAIL,"1,191",11%,7%,30%,52%
Florida,CALHOFL - CALHOUN COUNTY JAIL,10,0%,10%,30%,60%
Florida,CHRLTFL - CHARLOTTE COUNTY JAIL,92,9%,7%,35%,50%
Florida,CITRUFL - CITRUS COUNTY JAIL,14,36%,7%,36%,21%
Florida,CLAYCFL - CLAY COUNTY JAIL,90,2%,6%,33%,59%
Florida,COLLIFL - COLLIER COUNTY SHERIFF,"1,532",8%,8%,50%,35%
